,word,num_syllables,syllables,stress_pattern,infixed
72,TISSUES,2,"['tis', 'sues']","[['tis', '1'], ['sues', '2']]",tis-diddly-issues
73,TITAN,2,"['Ti', 'tan']","[['Ti', '1'], ['tan', '0']]",ti-diddly-itan
74,TITHING,2,"['tith', 'ing']","[['tith', '1'], ['ing', '0']]",tith-diddly-ithing
75,TITIAN,2,"['Ti', 'tian']","[['Ti', '1'], ['tian', '0']]",ti-diddly-itian
76,TITLE,2,"['ti', 'tle']","[['ti', '1'], ['tle', '0']]",ti-diddly-itle
77,TITLED,2,"['ti', 'tled']","[['ti', '1'], ['tled', '0']]",ti-diddly-itled
78,TITMAN,2,"['tit', 'man']","[['tit', '1'], ['man', '0']]",tit-diddly-itman
79,TITO,2,"['Ti', 'to']","[['Ti', '1'], ['to', '0']]",ti-diddly-ito
80,TITTER,2,"['tit', 'ter']","[['tit', '1'], ['ter', '0']]",tit-diddly-itter
81,TITTLE,2,"['tit', 'tle']","[['tit', '1'], ['tle', '0']]",tit-diddly-ittle
82,TITUS,2,"['Ti', 'tus']","[['Ti', '1'], ['tus', '0']]",ti-diddly-itus
83,TIZZY,2,"['tiz', 'zy']","[['tiz', '1'], ['zy', '0']]",tiz-diddly-izzy
84,TLINGIT,2,"['Tlin', 'git']","[['Tlin', '1'], ['git', '0']]",tlin-diddly-ingit
85,TOASTER,2,"['toast', 'er']","[['toast', '1'], ['er', '0']]",toast-diddly-oaster
86,TOASTING,2,"['toast', 'ing']","[['toast', '1'], ['ing', '0']]",toast-diddly-oasting
87,TOBEY,2,"['To', 'bey']","[['To', '1'], ['bey', '0']]",to-diddly-obey
88,TOBIE,2,"['to', 'bie']","[['to', '1'], ['bie', '0']]",to-diddly-obie
89,TOBY,2,"['To', 'by']","[['To', '1'], ['by', '0']]",to-diddly-oby
90,TOCQUEVILLE,2,"['Tocque', 'ville']","[['Tocque', '1'], ['ville', '0']]",tocque-diddly-ocqueville
91,TODDLE,2,"['tod', 'dle']","[['tod', '1'], ['dle', '0']]",tod-diddly-oddle
92,TODDLER,2,"['tod', 'dler']","[['tod', '1'], ['dler', '0']]",tod-diddly-oddler
93,TODDLING,2,"['tod', 'dling']","[['tod', '1'], ['dling', '0']]",tod-diddly-oddling
94,TOEHOLD,2,"['toe', 'hold']","[['toe', '1'], ['hold', '2']]",toe-diddly-oehold
95,TOEING,2,"['toe', 'ing']","[['toe', '1'], ['ing', '0']]",toe-diddly-oeing
96,TOENAIL,2,"['toe', 'nail']","[['toe', '1'], ['nail', '2']]",toe-diddly-oenail
97,TOFFEE,2,"['tof', 'fee']","[['tof', '1'], ['fee', '0']]",tof-diddly-offee
98,TOFU,2,"['to', 'fu']","[['to', '1'], ['fu', '0']]",to-diddly-ofu
99,TOGA,2,"['to', 'ga']","[['to', '1'], ['ga', '0']]",to-diddly-oga
100,TOGGLE,2,"['tog', 'gle']","[['tog', '1'], ['gle', '0']]",tog-diddly-oggle
101,TOGGLED,2,"['tog', 'gled']","[['tog', '1'], ['gled', '0']]",tog-diddly-oggled
102,TOGGLING,2,"['tog', 'gling']","[['tog', '1'], ['gling', '0']]",tog-diddly-oggling
103,TOGO,2,"['To', 'go']","[['To', '1'], ['go', '0']]",to-diddly-ogo
104,TOILET,2,"['toi', 'let']","[['toi', '1'], ['let', '0']]",toi-diddly-oilet
105,TOKEN,2,"['to', 'ken']","[['to', '1'], ['ken', '0']]",to-diddly-oken
106,TOLAN,2,"['to', 'lan']","[['to', '1'], ['lan', '0']]",to-diddly-olan
107,TOLLBOOTH,2,"['toll', 'booth']","[['toll', '1'], ['booth', '2']]",toll-diddly-ollbooth
108,TOLLER,2,"['Tol', 'ler']","[['Tol', '1'], ['ler', '0']]",tol-diddly-oller
109,TOLLY,2,"['tol', 'ly']","[['tol', '1'], ['ly', '0']]",tol-diddly-olly
110,TOLSTOY,2,"['Tol', 'stoy']","[['Tol', '1'], ['stoy', '2']]",tol-diddly-olstoy
111,TOMAN,2,"['to', 'man']","[['to', '1'], ['man', '0']]",to-diddly-oman
112,TOMBLIKE,2,"['tomb', 'like']","[['tomb', '1'], ['like', '2']]",tomb-diddly-omblike
113,TOMBOY,2,"['tom', 'boy']","[['tom', '1'], ['boy', '2']]",tom-diddly-omboy
114,TOMBSTONE,2,"['tomb', 'stone']","[['tomb', '1'], ['stone', '2']]",tomb-diddly-ombstone
115,TOMCAT,2,"['tom', 'cat']","[['tom', '1'], ['cat', '2']]",tom-diddly-omcat
116,TOMMIE,2,"['Tom', 'mie']","[['Tom', '1'], ['mie', '0']]",tom-diddly-ommie
117,TOMMY,2,"['Tom', 'my']","[['Tom', '1'], ['my', '0']]",tom-diddly-ommy
118,TONAL,2,"['ton', 'al']","[['ton', '1'], ['al', '0']]",ton-diddly-onal
119,TONER,2,"['ton', 'er']","[['ton', '1'], ['er', '0']]",ton-diddly-oner
120,TONIC,2,"['ton', 'ic']","[['ton', '1'], ['ic', '0']]",ton-diddly-onic
121,TONING,2,"['ton', 'ing']","[['ton', '1'], ['ing', '0']]",ton-diddly-oning
122,TONNAGE,2,"['ton', 'nage']","[['ton', '1'], ['nage', '0']]",ton-diddly-onnage
123,TONNER,2,"['ton', 'ner']","[['ton', '1'], ['ner', '0']]",ton-diddly-onner
124,TONY,2,"['ton', 'y']","[['ton', '1'], ['y', '0']]",ton-diddly-ony
125,TOOLBOX,2,"['tool', 'box']","[['tool', '1'], ['box', '2']]",tool-diddly-oolbox
126,TOOLING,2,"['tool', 'ing']","[['tool', '1'], ['ing', '0']]",tool-diddly-ooling
127,TOOTHBRUSH,2,"['tooth', 'brush']","[['tooth', '1'], ['brush', '0']]",tooth-diddly-oothbrush
128,TOOTHLESS,2,"['tooth', 'less']","[['tooth', '1'], ['less', '0']]",tooth-diddly-oothless
129,TOOTHLIKE,2,"['tooth', 'like']","[['tooth', '1'], ['like', '2']]",tooth-diddly-oothlike
130,TOOTHPASTE,2,"['tooth', 'paste']","[['tooth', '1'], ['paste', '2']]",tooth-diddly-oothpaste
131,TOOTHPICK,2,"['tooth', 'pick']","[['tooth', '1'], ['pick', '2']]",tooth-diddly-oothpick
132,TOOTHY,2,"['tooth', 'y']","[['tooth', '1'], ['y', '0']]",tooth-diddly-oothy
133,TOOTLE,2,"['too', 'tle']","[['too', '1'], ['tle', '0']]",too-diddly-ootle
134,TOOTSIE,2,"['toot', 'sie']","[['toot', '1'], ['sie', '1']]",toot-diddly-ootsie
135,TOPAZ,2,"['to', 'paz']","[['to', '1'], ['paz', '2']]",to-diddly-opaz
136,TOPIC,2,"['top', 'ic']","[['top', '1'], ['ic', '0']]",top-diddly-opic
137,TOPKNOT,2,"['top', 'knot']","[['top', '1'], ['knot', '2']]",top-diddly-opknot
138,TOPLESS,2,"['top', 'less']","[['top', '1'], ['less', '0']]",top-diddly-opless
139,TOPPER,2,"['top', 'per']","[['top', '1'], ['per', '0']]",top-diddly-opper
140,TOPPING,2,"['top', 'ping']","[['top', '1'], ['ping', '0']]",top-diddly-opping
141,TOPPLE,2,"['top', 'ple']","[['top', '1'], ['ple', '0']]",top-diddly-opple
142,TOPPLED,2,"['top', 'pled']","[['top', '1'], ['pled', '0']]",top-diddly-oppled
143,TOPPLES,2,"['top', 'ples']","[['top', '1'], ['ples', '0']]",top-diddly-opples
144,TOPSOIL,2,"['top', 'soil']","[['top', '1'], ['soil', '2']]",top-diddly-opsoil
145,TORAH,2,"['To', 'rah']","[['To', '1'], ['rah', '0']]",to-diddly-orah
146,TORCHING,2,"['torch', 'ing']","[['torch', '1'], ['ing', '0']]",torch-diddly-orching
147,TORI,2,"['to', 'ri']","[['to', '1'], ['ri', '0']]",to-diddly-ori
148,TORIES,2,"['To', 'ries']","[['To', '1'], ['ries', '0']]",to-diddly-ories
149,TORMENT,2,"['tor', 'ment']","[['tor', '1'], ['ment', '2']]",tor-diddly-orment
150,TORO,2,"['to', 'ro']","[['to', '1'], ['ro', '0']]",to-diddly-oro
151,TORPID,2,"['tor', 'pid']","[['tor', '1'], ['pid', '0']]",tor-diddly-orpid
152,TORPOR,2,"['tor', 'por']","[['tor', '1'], ['por', '0']]",tor-diddly-orpor
153,TORRENT,2,"['tor', 'rent']","[['tor', '1'], ['rent', '0']]",tor-diddly-orrent
154,TORRES,2,"['Tor', 'res']","[['Tor', '1'], ['res', '2']]",tor-diddly-orres
155,TORRID,2,"['tor', 'rid']","[['tor', '1'], ['rid', '0']]",tor-diddly-orrid
156,TORSO,2,"['tor', 'so']","[['tor', '1'], ['so', '2']]",tor-diddly-orso
157,TORSOS,2,"['tor', 'sos']","[['tor', '1'], ['sos', '2']]",tor-diddly-orsos
158,TORTOISE,2,"['tor', 'toise']","[['tor', '1'], ['toise', '0']]",tor-diddly-ortoise
159,TORTURE,2,"['tor', 'ture']","[['tor', '1'], ['ture', '0']]",tor-diddly-orture
160,TORTURED,2,"['tor', 'tured']","[['tor', '1'], ['tured', '0']]",tor-diddly-ortured
161,TORY,2,"['To', 'ry']","[['To', '1'], ['ry', '0']]",to-diddly-ory
162,TOSSING,2,"['toss', 'ing']","[['toss', '1'], ['ing', '0']]",toss-diddly-ossing
163,TOSTO,2,"['tos', 'to']","[['tos', '1'], ['to', '0']]",tos-diddly-osto
164,TOTA,2,"['to', 'ta']","[['to', '1'], ['ta', '0']]",to-diddly-ota
165,TOTAL,2,"['to', 'tal']","[['to', '1'], ['tal', '0']]",to-diddly-otal
166,TOTALED,2,"['to', 'taled']","[['to', '1'], ['taled', '0']]",to-diddly-otaled
167,TOTALLED,2,"['to', 'talled']","[['to', '1'], ['talled', '0']]",to-diddly-otalled
168,TOTED,2,"['tot', 'ed']","[['tot', '1'], ['ed', '0']]",tot-diddly-oted
169,TOTEM,2,"['to', 'tem']","[['to', '1'], ['tem', '0']]",to-diddly-otem
170,TOTING,2,"['tot', 'ing']","[['tot', '1'], ['ing', '0']]",tot-diddly-oting
171,TOTTER,2,"['tot', 'ter']","[['tot', '1'], ['ter', '0']]",tot-diddly-otter
172,TOTTY,2,"['tot', 'ty']","[['tot', '1'], ['ty', '0']]",tot-diddly-otty
173,TOUCHDOWN,2,"['touch', 'down']","[['touch', '1'], ['down', '2']]",touch-diddly-ouchdown
174,TOUCHING,2,"['touch', 'ing']","[['touch', '1'], ['ing', '0']]",touch-diddly-ouching
175,TOUCHSTONE,2,"['touch', 'stone']","[['touch', '1'], ['stone', '2']]",touch-diddly-ouchstone
176,TOUCHY,2,"['touch', 'y']","[['touch', '1'], ['y', '0']]",touch-diddly-ouchy
177,TOUGHEN,2,"['tough', 'en']","[['tough', '1'], ['en', '0']]",tough-diddly-oughen
178,TOUGHER,2,"['tough', 'er']","[['tough', '1'], ['er', '0']]",tough-diddly-ougher
179,TOUGHEST,2,"['tough', 'est']","[['tough', '1'], ['est', '0']]",tough-diddly-oughest
180,TOUGHNESS,2,"['tough', 'ness']","[['tough', '1'], ['ness', '0']]",tough-diddly-oughness
181,TOURIST,2,"['tour', 'ist']","[['tour', '1'], ['ist', '0']]",tour-diddly-ourist
182,TOURNEY,2,"['tour', 'ney']","[['tour', '1'], ['ney', '0']]",tour-diddly-ourney
183,TOURNEYS,2,"['tour', 'neys']","[['tour', '1'], ['neys', '0']]",tour-diddly-ourneys
184,TOWBOAT,2,"['tow', 'boat']","[['tow', '1'], ['boat', '2']]",tow-diddly-owboat
185,TOWEL,2,"['tow', 'el']","[['tow', '1'], ['el', '0']]",tow-diddly-owel
186,TOWER,2,"['tow', 'er']","[['tow', '1'], ['er', '0']]",tow-diddly-ower
187,TOWERED,2,"['tow', 'ered']","[['tow', '1'], ['ered', '0']]",tow-diddly-owered
188,TOWNER,2,"['town', 'er']","[['town', '1'], ['er', '0']]",town-diddly-owner
189,TOWNHOUSE,2,"['town', 'house']","[['town', '1'], ['house', '2']]",town-diddly-ownhouse
190,TOWNIE,2,"['town', 'ie']","[['town', '1'], ['ie', '0']]",town-diddly-ownie
191,TOWNSEND,2,"['Town', 'send']","[['Town', '1'], ['send', '0']]",town-diddly-ownsend
192,TOWNSFOLK,2,"['towns', 'folk']","[['towns', '1'], ['folk', '2']]",towns-diddly-ownsfolk
193,TOWNSHEND,2,"['Town', 'shend']","[['Town', '1'], ['shend', '2']]",town-diddly-ownshend
194,TOWNSHIP,2,"['town', 'ship']","[['town', '1'], ['ship', '0']]",town-diddly-ownship
195,TOWNSMAN,2,"['towns', 'man']","[['towns', '1'], ['man', '0']]",towns-diddly-ownsman
196,TOWSON,2,"['Tow', 'son']","[['Tow', '1'], ['son', '0']]",tow-diddly-owson
197,TOXIC,2,"['tox', 'ic']","[['tox', '1'], ['ic', '0']]",tox-diddly-oxic
198,TOXIN,2,"['tox', 'in']","[['tox', '1'], ['in', '0']]",tox-diddly-oxin
199,TRACER,2,"['trac', 'er']","[['trac', '1'], ['er', '0']]",trac-diddly-acer
200,TRACES,2,"['tra', 'ces']","[['tra', '1'], ['ces', '0']]",tra-diddly-aces
201,TRACING,2,"['trac', 'ing']","[['trac', '1'], ['ing', '0']]",trac-diddly-acing
202,TRACKAGE,2,"['track', 'age']","[['track', '1'], ['age', '0']]",track-diddly-ackage
203,TRACKBALL,2,"['track', 'ball']","[['track', '1'], ['ball', '2']]",track-diddly-ackball
204,TRACKER,2,"['track', 'er']","[['track', '1'], ['er', '0']]",track-diddly-acker
205,TRACKING,2,"['track', 'ing']","[['track', '1'], ['ing', '0']]",track-diddly-acking
206,TRACTION,2,"['trac', 'tion']","[['trac', '1'], ['tion', '0']]",trac-diddly-action
207,TRACTOR,2,"['trac', 'tor']","[['trac', '1'], ['tor', '0']]",trac-diddly-actor
208,TRACY,2,"['Tra', 'cy']","[['Tra', '1'], ['cy', '0']]",tra-diddly-acy
209,TRADED,2,"['trad', 'ed']","[['trad', '1'], ['ed', '0']]",trad-diddly-aded
210,TRADEMARK,2,"['trade', 'mark']","[['trade', '1'], ['mark', '2']]",trade-diddly-ademark
211,TRADEOFF,2,"['trade', 'off']","[['trade', '1'], ['off', '2']]",trade-diddly-adeoff
212,TRADER,2,"['trad', 'er']","[['trad', '1'], ['er', '0']]",trad-diddly-ader
213,TRADESMEN,2,"['trades', 'men']","[['trades', '1'], ['men', '0']]",trades-diddly-adesmen
214,TRADING,2,"['trad', 'ing']","[['trad', '1'], ['ing', '0']]",trad-diddly-ading
215,TRAFFIC,2,"['traf', 'fic']","[['traf', '1'], ['fic', '0']]",traf-diddly-affic
216,TRAGIC,2,"['trag', 'ic']","[['trag', '1'], ['ic', '0']]",trag-diddly-agic
217,TRAILER,2,"['trail', 'er']","[['trail', '1'], ['er', '0']]",trail-diddly-ailer
218,TRAILHEAD,2,"['trail', 'head']","[['trail', '1'], ['head', '2']]",trail-diddly-ailhead
219,TRAILING,2,"['trail', 'ing']","[['trail', '1'], ['ing', '0']]",trail-diddly-ailing
220,TRAINEE,2,"['train', 'ee']","[['train', '1'], ['ee', '1']]",train-diddly-ainee
221,TRAINEES,2,"['train', 'ees']","[['train', '1'], ['ees', '1']]",train-diddly-ainees
222,TRAINER,2,"['train', 'er']","[['train', '1'], ['er', '0']]",train-diddly-ainer
223,TRAINING,2,"['train', 'ing']","[['train', '1'], ['ing', '0']]",train-diddly-aining
224,TRAINMEN,2,"['train', 'men']","[['train', '1'], ['men', '0']]",train-diddly-ainmen
225,TRAIPSING,2,"['traips', 'ing']","[['traips', '1'], ['ing', '0']]",traips-diddly-aipsing
226,TRAITOR,2,"['trai', 'tor']","[['trai', '1'], ['tor', '0']]",trai-diddly-aitor
227,TRAJAN,2,"['Tra', 'jan']","[['Tra', '1'], ['jan', '0']]",tra-diddly-ajan
228,TRAMBLE,2,"['tram', 'ble']","[['tram', '1'], ['ble', '0']]",tram-diddly-amble
229,TRAMMEL,2,"['tram', 'mel']","[['tram', '1'], ['mel', '0']]",tram-diddly-ammel
230,TRAMPING,2,"['tramp', 'ing']","[['tramp', '1'], ['ing', '0']]",tramp-diddly-amping
231,TRAMPLE,2,"['tram', 'ple']","[['tram', '1'], ['ple', '0']]",tram-diddly-ample
232,TRAMPLED,2,"['tram', 'pled']","[['tram', '1'], ['pled', '0']]",tram-diddly-ampled
233,TRAMPLING,2,"['tram', 'pling']","[['tram', '1'], ['pling', '0']]",tram-diddly-ampling
234,TRANQUIL,2,"['tran', 'quil']","[['tran', '1'], ['quil', '0']]",tran-diddly-anquil
235,TRANSCRIPT,2,"['tran', 'script']","[['tran', '1'], ['script', '2']]",tran-diddly-anscript
236,TRANSECT,2,"['tran', 'sect']","[['tran', '1'], ['sect', '2']]",tran-diddly-ansect
237,TRANSIENT,2,"['tran', 'sient']","[['tran', '1'], ['sient', '0']]",tran-diddly-ansient
238,TRANSIT,2,"['tran', 'sit']","[['tran', '1'], ['sit', '0']]",tran-diddly-ansit
239,TRANSOM,2,"['tran', 'som']","[['tran', '1'], ['som', '0']]",tran-diddly-ansom
240,TRANTER,2,"['trant', 'er']","[['trant', '1'], ['er', '0']]",trant-diddly-anter
241,TRAPPING,2,"['trap', 'ping']","[['trap', '1'], ['ping', '0']]",trap-diddly-apping
242,TRAPPINGS,2,"['trap', 'pings']","[['trap', '1'], ['pings', '0']]",trap-diddly-appings
243,TRAPPIST,2,"['Trap', 'pist']","[['Trap', '1'], ['pist', '0']]",trap-diddly-appist
244,TRASHY,2,"['trash', 'y']","[['trash', '1'], ['y', '0']]",trash-diddly-ashy
245,TRAUMA,2,"['trau', 'ma']","[['trau', '1'], ['ma', '0']]",trau-diddly-auma
246,TRAUMAS,2,"['trau', 'mas']","[['trau', '1'], ['mas', '0']]",trau-diddly-aumas
247,TRAVEL,2,"['trav', 'el']","[['trav', '1'], ['el', '0']]",trav-diddly-avel
248,TRAVELED,2,"['trav', 'eled']","[['trav', '1'], ['eled', '0']]",trav-diddly-aveled
249,TRAVELLED,2,"['trav', 'elled']","[['trav', '1'], ['elled', '0']]",trav-diddly-avelled
250,TRAVERS,2,"['Trav', 'ers']","[['Trav', '1'], ['ers', '0']]",trav-diddly-avers
251,TRAVERSE,2,"['trav', 'erse']","[['trav', '1'], ['erse', '0']]",trav-diddly-averse
252,TRAVERSED,2,"['trav', 'ersed']","[['trav', '1'], ['ersed', '0']]",trav-diddly-aversed
253,TRAVIS,2,"['Trav', 'is']","[['Trav', '1'], ['is', '0']]",trav-diddly-avis
254,TRAWLER,2,"['trawl', 'er']","[['trawl', '1'], ['er', '0']]",trawl-diddly-awler
255,TREADING,2,"['tread', 'ing']","[['tread', '1'], ['ing', '0']]",tread-diddly-eading
256,TREADMILL,2,"['tread', 'mill']","[['tread', '1'], ['mill', '2']]",tread-diddly-eadmill
257,TREADWHEEL,2,"['tread', 'wheel']","[['tread', '1'], ['wheel', '2']]",tread-diddly-eadwheel
258,TREASON,2,"['trea', 'son']","[['trea', '1'], ['son', '0']]",trea-diddly-eason
259,TREASURE,2,"['treas', 'ure']","[['treas', '1'], ['ure', '0']]",treas-diddly-easure
260,TREASURED,2,"['treas', 'ured']","[['treas', '1'], ['ured', '0']]",treas-diddly-easured
261,TREASURES,2,"['treas', 'ures']","[['treas', '1'], ['ures', '0']]",treas-diddly-easures
262,TREATER,2,"['treat', 'er']","[['treat', '1'], ['er', '0']]",treat-diddly-eater
263,TREATIES,2,"['trea', 'ties']","[['trea', '1'], ['ties', '0']]",trea-diddly-eaties
264,TREATISE,2,"['trea', 'tise']","[['trea', '1'], ['tise', '0']]",trea-diddly-eatise
265,TREATMENT,2,"['treat', 'ment']","[['treat', '1'], ['ment', '0']]",treat-diddly-eatment
266,TREATY,2,"['trea', 'ty']","[['trea', '1'], ['ty', '0']]",trea-diddly-eaty
267,TREBLE,2,"['tre', 'ble']","[['tre', '1'], ['ble', '0']]",tre-diddly-eble
268,TREBLED,2,"['tre', 'bled']","[['tre', '1'], ['bled', '0']]",tre-diddly-ebled
269,TREDWAY,2,"['tred', 'way']","[['tred', '1'], ['way', '2']]",tred-diddly-edway
270,TREELESS,2,"['tree', 'less']","[['tree', '1'], ['less', '0']]",tree-diddly-eeless
271,TREETOP,2,"['tree', 'top']","[['tree', '1'], ['top', '2']]",tree-diddly-eetop
272,TREKKING,2,"['trek', 'king']","[['trek', '1'], ['king', '0']]",trek-diddly-ekking
273,TRELLIS,2,"['trel', 'lis']","[['trel', '1'], ['lis', '0']]",trel-diddly-ellis
274,TREMBLE,2,"['trem', 'ble']","[['trem', '1'], ['ble', '0']]",trem-diddly-emble
275,TREMBLED,2,"['trem', 'bled']","[['trem', '1'], ['bled', '0']]",trem-diddly-embled
